stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_accesible
1305,6109,Merrick Rd + Farmers Ave,,40.661518,-73.538212,,,,,,
1306,6152,Merrick Rd + Newbridge Rd,,40.661823,-73.536151,,,,,,
1308,BMMBE,Merrick Rd + Bedford Pl,,40.663643,-73.525492,,,,,,
1310,6164,Merrick Rd Opp Riverside Dr,,40.66351,-73.517762,,,,,,
1311,2195,Merrick Rd + Woodland Ave,,40.663933,-73.513412,,,,,,
1313,2162,Merrick Rd + Pine St,,40.664871,-73.505775,,,,,,
1314,6190,Merrick Rd + Willoughby Ave,,40.665185,-73.501519,,,,,,
1315,2151,Merrick Rd + Neptune Ave,,40.665156,-73.496283,,,,,,
1316,2138,Merrick Rd + Mattituck Ave,,40.665659,-73.489739,,,,,,
1318,6185,Merrick Rd + Washington Ave,,40.666539,-73.4847,,,,,,
1319,2111,Merrick Rd + Forest Ave,,40.666739,-73.478058,,,,,,
1321,2137,Merrick Rd + Massapequa Ave,,40.666611,-73.472701,,,,,,
1322,2073,Merrick Rd + Biltmore Blvd,,40.666403,-73.465197,,,,,,
1323,2084,Merrick Rd + Cedarshore Dr.,,40.666394,-73.459114,,,,,,
1325,2187,Merrick Rd + Whitewood Dr,,40.66641,-73.453132,,,,,,
1326,2128,Merrick Rd Opp Joludow Dr,,40.66631,-73.448584,,,,,,
1327,6074,Merrick Rd + Block Blvd,,40.66649,-73.444885,,,,,,
1328,2186,Merrick Rd + Westshore Dr,,40.666642,-73.442751,,,,,,
1329,3430,Unqua Rd + Merrick Rd,,40.667602,-73.439657,,,,,,
1330,6428,Unqua Rd opp Apian Ln,,40.670155,-73.439747,,,,,,
1331,3432,Unqua Rd + Morris La,,40.672263,-73.439513,,,,,,
1332,3428,Unqua Rd + Burton La S,,40.67479,-73.439436,,,,,,
1333,3433,Unqua Rd + Sunrise Hwy,,40.67821,-73.439354,,,,,,
1335,6861,Louden Ave + County Line Dr,,40.684374,-73.425608,,,,,,
1400,3434,Unqua Rd + Sunrise Hwy,,40.678192,-73.439426,,,,,,
1401,3429,Unqua Rd opp Burton Lane,,40.674843,-73.43958,,,,,,
1402,3431,Unqua Rd opp Morris Ave,,40.672316,-73.439656,,,,,,
1403,2182,Merrick Rd + Unqua Rd,,40.667439,-73.440073,,,,,,
1404,2183,Merrick Rd opp West Shore Rd,,40.666767,-73.442704,,,,,,
1406,2188,Merrick Rd Opp Whitewood Dr,,40.666631,-73.451744,,,,,,
1408,2130,Merrick Rd + Lake Shore Blvd,,40.666622,-73.466189,,,,,,
1409,2169,Merrick Rd + Roxbury La,,40.666768,-73.47349,,,,,,
1410,2122,Merrick Rd + Hicksville Rd,,40.666838,-73.475936,,,,,,
1411,2112,Merrick Rd + Forest Ave,,40.66689,-73.47825,,,,,,
1412,2181,Merrick Rd Opp Townsend Rd,,40.666808,-73.482603,,,,,,
1413,2177,Merrick Rd + Seamans Neck Rd,,40.665801,-73.489978,,,,,,
1414,2176,Merrick Rd + Seaford Ave,,40.665306,-73.496725,,,,,,
1415,2110,Merrick Rd + Fir St,,40.66499,-73.506933,,,,,,
1416,2067,Merrick Rd + Bellmore Ave,,40.664487,-73.522601,,,,,,
1417,2085,Merrick Rd + Bedford Ave,,40.663766,-73.525756,,,,,,
1418,2059,Merrick Rd + Argyle Pl,,40.662238,-73.533459,,,,,,
1419,2089,Merrick Rd + Central Pkwy,,40.653752,-73.557272,,,,,,
1420,2197,Merrick Rd + Wynsum Ave,,40.658915,-73.544534,,,,,,
1422,2088,Merrick Rd + Central Blvd,,40.654123,-73.563322,,,,,,
1423,2078,Merrick Rd + Buffalo Ave,,40.65396,-73.570714,,,,,,
1424,2132,Merrick Rd + Liberty Ave,,40.654689,-73.574728,,,,,,
1429,2646,Northern Blvd + Forest Drive,,40.807637,-73.633481,,,,,,
1432,2300,N Broadway + 16th St,,40.779203,-73.530998,,,,,,
1440,2304,Newbridge Rd & Kingston Ave,,40.758055,-73.529834,,,,,,
1442,2309,N Broadway Opp Scott Dr,,40.781332,-73.531901,,,,,,
1443,2706,Northern Blvd at New York Tech,,40.815686,-73.607339,,,,,,
1444,2660,Northern Blvd Opp Marion St,,40.811207,-73.622809,,,,,,
1446,2689,Northern Blvd + Walnut St,,40.81081,-73.625004,,,,,,
1449,2655,Northern Blvd + Little Neck Parkway,,40.770663,-73.735513,,,,,,
1450,2667,Northern Blvd + Museum Rd,,40.807797,-73.633579,,,,,,
1451,6656,Northern Blvd + Marathon Pkwy,,40.768248,-73.737456,,,,,,
1452,2676,Northern Blvd Opp Sinclair MartinDr,,40.804831,-73.643217,,,,,,
1453,6625,Northern Blvd + 248th St,,40.766772,-73.739195,,,,,,
1454,314,Bryant Av + under Northern Bvd Viad,,40.804284,-73.646725,,,,,,
1455,6624,Northern Blvd + 244th St,,40.765487,-73.741879,,,,,,
1456,308,Bryant Ave Opp Hillcrest Ave,,40.801424,-73.647185,,,,,,
1457,6643,Northern Blvd+Douglaston Pky- 243rd,,40.765289,-73.743477,,,,,,
1459,2595,Northern Blvd  Opp  Alameda Ave,,40.764906,-73.745945,,,,,,
1461,2623,Northern Blvd Opp 232nd St,,40.764249,-73.748171,,,,,,
1462,2664,Northern Blvd + Middle Neck Rd,,40.798498,-73.663395,,,,,,
1463,6621,Northern Blvd + 223rd St,,40.761884,-73.75869,,,,,,
1464,2670,Northern Blvd + Port Washington Blv,,40.797251,-73.668891,,,,,,
1465,2620,Northern Blvd + 221st St,,40.761756,-73.760456,,,,,,
1467,2618,Northern Blvd + 219th St,,40.761328,-73.763019,,,,,,
1469,6617,Northern Blvd + 217th St,,40.760898,-73.76459,,,,,,
1470,2666,Northern Blvd + Munsey Park School,,40.795071,-73.68096,,,,,,
1471,2615,Northern Blvd + 215th Pl,,40.760741,-73.766655,,,,,,
1472,2658,Northern Blvd + Manhasset Woods Rd,,40.794695,-73.68392,,,,,,
1473,2627,Northern Blvd + Francis Lewis Blvd,,40.757759,-73.783602,,,,,,
1474,2695,Northern Blvd at #1615,,40.794365,-73.686903,,,,,,
1475,2614,Northern Blvd + 212th St,,40.759861,-73.771314,,,,,,
1476,2657,North.Bvd +Manhasset Med Ctr #1554,,40.793956,-73.689492,,,,,,
1477,2639,Northern Blvd + Corporal Kennedy St,,40.759174,-73.773862,,,,,,
1478,2680,Northern Blvd + Strathmore Rd,,40.793673,-73.691974,,,,,,
1479,2635,Northern Blvd + Clearview Expway,,40.758331,-73.777112,,,,,,
1480,2678,Northern Blvd Opp St Marys,,40.792991,-73.69689,,,,,,
1481,6612,Northern Blvd + 204th St,,40.757593,-73.779181,,,,,,
1483,2692,Northern Blvd Opp Westminster Rd,,40.77475,-73.731798,,,,,,
1484,6611,Northern Blvd + 202nd St,,40.757518,-73.781056,,,,,,
1485,2629,Northern Blvd & Maple St (oppMacys),,40.789603,-73.704547,,,,,,
1489,2665,Northern Blvd + Morgan St,,40.771884,-73.734488,,,,,,
1490,6610,Northern Blvd + 196th St,,40.757879,-73.785658,,,,,,
1492,2609,Northern Blvd + 194th St,,40.757857,-73.787581,,,,,,
1493,6683,Northern Blvd Opp Susquehanna Ave,,40.784029,-73.712084,,,,,,
1494,2607,Northern Blvd + 192 St,,40.757986,-73.789649,,,,,,
1496,2605,Northern Blvd + 189th St,,40.757905,-73.792275,,,,,,
1497,2224,Middle Neck Rd + Brompton Rd,,40.784935,-73.72256,,,,,,
1498,2604,Northern Blvd + 172nd St,,40.757865,-73.794138,,,,,,
1506,3165,Sanford Ave + 165th St,,40.759958,-73.801294,,,,,,
1508,6163,Sanford Ave + 162nd St,,40.760261,-73.803962,,,,,,
1509,2598,Northern Blvd Opp Sussex Rd,,40.781048,-73.71886,,,,,,
1510,6162,Sanford Ave + 160th St,,40.760605,-73.805829,,,,,,
1511,6690,Northern Blvd + Wensley Dr,,40.779909,-73.721069,,,,,,
1512,6161,Sanford Ave + 158th St,,40.760931,-73.807637,,,,,,
1513,2662,Northern Blvd + Merrivale Rd,,40.778836,-73.72396,,,,,,
1514,6160,Sanford Ave + 156th St,,40.761222,-73.809456,,,,,,
1515,2697,Northern Blvd at #277,,40.777542,-73.726681,,,,,,
1516,6169,Sanford Ave + Murray St,,40.76106,-73.812165,,,,,,
1517,6652,Northern Blvd + Jayson Ave,,40.775809,-73.7296,,,,,,
1519,6158,Sanford Ave + 149th St,,40.760308,-73.814915,,,,,,
1520,3157,Sanford Ave + 147th St,,40.759703,-73.8172,,,,,,
1521,6170,Sanford Ave + Parsons Blvd,,40.75874,-73.820711,,,,,,
1530,3167,Sanford Ave + Bowne St,,40.758134,-73.822985,,,,,,
1531,3164,Sanford Ave + 165th St,,40.759771,-73.801185,,,,,,
1532,2600,Northern Blvd + 168th St,,40.75896,-73.798463,,,,,,
1534,2628,Northern Blvd + Auburndale Lane,,40.757699,-73.794864,,,,,,
1535,2688,Northern Blvd & Utopia Pkwy,,40.757721,-73.793001,,,,,,
1536,2606,Northern Blvd Opp 190th St,,40.757787,-73.791199,,,,,,
1537,2608,Northern Blvd + 192nd St,,40.757826,-73.789432,,,,,,
1538,2634,Northern Blvd + Clearview Expresswa,,40.758234,-73.776884,,,,,,
1539,2640,Northern Blvd Opp CorporalKennedySt,,40.759069,-73.773574,,,,,,
1540,2613,Northern Blvd + 211th St,,40.759573,-73.771633,,,,,,
1541,2616,Northern Blvd + 215th St,,40.760459,-73.767392,,,,,,
1542,2677,Northern Blvd + Springfield Blvd,,40.761205,-73.762755,,,,,,
1543,2619,Northern Blvd + 220th Pl,,40.761549,-73.760716,,,,,,
1545,2700,Northern Blvd at Alley Pond 227thSt,,40.763205,-73.752065,,,,,,
1546,2622,Northern Blvd + 232nd St,,40.76396,-73.748634,,,,,,
1547,2626,Northern Blvd + Alameda Ave,,40.764837,-73.745634,,,,,,
1548,2632,Northern Blvd + Brownvale Ave,,40.769677,-73.736075,,,,,,
1550,2633,Northern Blvd + Buttonwood Rd,,40.774229,-73.732198,,,,,,
1551,2651,Northern Blvd + Hereford Rd,,40.7774,-73.72656,,,,,,
1552,2661,Northern Blvd + Merrivale Rd,,40.778622,-73.724005,,,,,,
1553,2684,Northern Blvd + Sussex Rd,,40.780906,-73.718751,,,,,,
1554,2216,Middle Neck Rd + Northern Blvd,,40.782016,-73.716816,,,,,,
1556,2653,Northern Blvd + Middle Neck Rd.,,40.781999,-73.716684,,,,,,
1558,2636,Northern Blvd + Community Dr,,40.788175,-73.705858,,,,,,
1559,2699,Northern Blvd at Macys,,40.789876,-73.703833,,,,,,
1560,2669,Northern Blvd + Pickwick Rd,,40.794506,-73.684192,,,,,,
1561,2691,Northern Blvd + West Dr,,40.790741,-73.702481,,,,,,
1562,2645,Northern Blvd + East Gate Rd,,40.794882,-73.681137,,,,,,
1565,2679,Northern Blvd Opp Strathmore La,,40.793503,-73.692056,,,,,,
1567,2642,Northern Blvd + Deepdale Dr,,40.794102,-73.687498,,,,,,
1569,2675,Northern Blvd + Searingtown Rd,,40.797254,-73.668401,,,,,,
1570,2685,Northern Blvd + The Locusts,,40.798347,-73.663286,,,,,,
1571,2834,Old Northern Blvd + Mineola Ave,,40.79954,-73.659319,,,,,,
1572,291,Broadway/Bryant Ave + Remsen Ave,,40.801496,-73.646971,,,,,,
1574,891,Glen Cove Ave + Charles St,,40.861391,-73.634173,,,,,,
1575,906,Glen Cove Ave Opp Shore Rd,,40.857162,-73.635075,,,,,,
1576,889,Glen Cove Ave + Burns Ave,,40.854933,-73.63449,,,,,,
1577,905,Glen Cove Ave + Sea Cliff Ave,,40.850641,-73.635487,,,,,,
1578,881,Glen Ave + Glen Cove Ave,,40.849175,-73.635699,,,,,,
1579,883,Glen Ave Opp Locust Ave,,40.84851,-73.638024,,,,,,
1580,878,Glen Ave + Carpenter Ave,,40.847821,-73.641306,,,,,,
1581,887,Glen Ave + Roslyn Ave,,40.847113,-73.644826,,,,,,
1582,880,Glen Ave + Central Ave,,40.846398,-73.648059,,,,,,
1583,886,Glen Ave + Prospect Ave,,40.844788,-73.651558,,,,,,
1584,2957,Prospect Ave Opp Laurel Ave,,40.842243,-73.653158,,,,,,
1585,2960,Prospect Ave Opp Littleworth La,,40.838326,-73.652591,,,,,,
1586,3200,Shore Rd Opp N.Shore CountryClubEnt,,40.833611,-73.649504,,,,,,
1587,3194,Shore Rd Opp Glenwood Rd,,40.828897,-73.647829,,,,,,
1589,954,Glenwood Rd Opp Engineers Club,,40.818678,-73.643719,,,,,,
1591,6310,Bryant Ave + Montrose Ct,,40.814756,-73.64559,,,,,,
1592,6311,Bryant Ave + Summit Ave,,40.80625,-73.646423,,,,,,
1593,313,Bryant Av+WitteLa(NorthBvdViaduct),,40.804275,-73.646677,,,,,,
1595,2956,Prospect Ave + Laurel Ave,,40.842333,-73.652955,,,,,,
1596,953,Glenwood Rd + Engineers Country Clu,,40.819982,-73.643624,,,,,,
1597,885,Glen Ave + Locust Pl,,40.844844,-73.651128,,,,,,
1598,955,Glenwood Rd + Scudder La,,40.824507,-73.642571,,,,,,
1599,879,Glen Ave + Cedar Pl,,40.845752,-73.648603,,,,,,
1600,3195,Shore Rd + Glenwood Rd,,40.8288,-73.647553,,,,,,
1601,3198,Shore Rd + North Shore Country Club,,40.833871,-73.649328,,,,,,
1602,2959,Prospect Ave + Littleworth La,,40.838461,-73.652413,,,,,,
1603,882,Glen Ave + Glen Cove Ave,,40.849024,-73.635602,,,,,,
1604,904,Glen Cove Ave + Sea Cliff Ave,,40.850445,-73.635281,,,,,,
1605,902,Glen Cove Ave + Ralph W Young Ave,,40.854809,-73.63425,,,,,,
1606,892,Glen Cove Ave + Charles St,,40.861214,-73.63398,,,,,,
1611,3482,W John St + Wycoff St,,40.768639,-73.529234,,,,,,
1612,6671,Jericho Tpke + Sheridan Blvd,,40.75368,-73.628047,,,,,,
1613,3479,W John St + Marion Pl,,40.767992,-73.53182,,,,,,
1615,6473,W John St + Burns Ave,,40.767311,-73.535935,,,,,,
1616,6620,Jericho Tpke + Columbus Pkwy,,40.752463,-73.631653,,,,,,
1617,3481,W John St + Engel St.,,40.766846,-73.537938,,,,,,
1618,1663,Jericho Tpke + Sheridan Blvd.,,40.75351,-73.628045,,,,,,
1619,935,East Gate Blvd. & Zeckendorf Blvd.,,40.739715,-73.60553,,,,,,
1620,3477,W John St Opp Kuhl Ave.,,40.766321,-73.54117,,,,,,
1621,3028,Roslyn Rd + Charles St,,40.754555,-73.634254,,,,,,
1622,924,Glen Cove Rd + Voice Rd,,40.747685,-73.617597,,,,,,
1623,3484,W John St & Alpha Plaza,,40.76559,-73.546383,,,,,,
1624,3627,Willis Ave + Pomander Rd,,40.751473,-73.642391,,,,,,
1625,3030,Roslyn Rd + Ogden Ave.,,40.75659,-73.634573,,,,,,
1626,932,Glen Cove Rd + Westbury Ave,,40.74945,-73.617985,,,,,,
1627,3474,W John St + Charlotte Ave,,40.765305,-73.547838,,,,,,
1628,3642,Willis Ave + Ferncroft Rd,,40.75327,-73.643449,,,,,,
1630,919,Glen Cove Rd & Jerome Ave,,40.752081,-73.618561,,,,,,
1631,2975,Prospect Ave at #1200,,40.763234,-73.55661,,,,,,
1632,3625,Willis Ave + Canterbury Ave,,40.754748,-73.644276,,,,,,
1633,2946,Prospect Ave + Pearl St.,,40.763157,-73.557649,,,,,,
1635,1554,Hillside Ave + Pennsylvania AveEWil,,40.757676,-73.63984,,,,,,
1636,6943,Prospect Ave + New York Ave,,40.762969,-73.561242,,,,,,
1637,1551,Hillside Ave + Post La.,,40.757979,-73.638326,,,,,,
1639,2954,Prospect Ave + Kinkel Ave,,40.762639,-73.562983,,,,,,
1640,1495,Hillside Ave  Opp  Cross St.,,40.757123,-73.642832,,,,,,
1641,2969,Prospect Ave + Swalm Ave,,40.762384,-73.56568,,,,,,
1642,6534,Hillside Ave + Liberty Ave,,40.754383,-73.651784,,,,,,
1643,6961,Prospect Ave + Magnolia Ave,,40.762299,-73.568259,,,,,,
1644,1542,Hillside Ave + Mineola Blvd.,,40.755344,-73.64771,,,,,,
1645,6967,Prospect Ave + Sheridan St,,40.762,-73.570908,,,,,,
1646,6515,Hillside Ave + Herricks Rd,,40.753382,-73.65796,,,,,,
1648,1548,Hillside Ave + Burkhard Ave,,40.754881,-73.649102,,,,,,
1653,2965,Prospect Ave + Wright St.,,40.761552,-73.57457,,,,,,
1654,1513,Hillside Ave Opp James St.,,40.752545,-73.663636,,,,,,
1655,1927,Maple Ave + Linden Ave,,40.756149,-73.58485,,,,,,
1656,1507,Hillside Ave + Park West,,40.752204,-73.666869,,,,,,
1658,1493,Hillside Ave Opp Dail St.,,40.751913,-73.669266,,,,,,
1659,6924,Maple Ave + Grand St,,40.755414,-73.590468,,,,,,
1661,1932,Maple Ave + Manor Ave.,,40.754749,-73.59291,,,,,,
1662,1490,Hillside Ave Opp  Aster Dr,,40.751124,-73.675754,,,,,,
1663,3603,Westbury Ave + Ellison Ave,,40.753809,-73.596544,,,,,,
1664,6540,Hillside Ave + Manor Ct,,40.750741,-73.680037,,,,,,
1665,6604,Westbury Ave + Longwood Ave,,40.752973,-73.599402,,,,,,
1667,3599,Westbury Ave + Carle Rd,,40.751887,-73.601947,,,,,,
1668,1524,Hillside Ave opp Kent Rd.,,40.749014,-73.683601,,,,,,
1671,447,Cherry La + Westbury Ave.,,40.750957,-73.605437,,,,,,
1672,1512,Hillside Ave + Kamda Blvd.,,40.74609,-73.688644,,,,,,
1673,451,Cherry La + Garden Ave.,,40.747893,-73.605753,,,,,,
1675,450,Cherry La + Lanie Pl,,40.745284,-73.60611,,,,,,
1676,1514,Hillside Ave + Stephen Ave.,,40.744304,-73.691646,,,,,,
1678,6531,Hillside Ave + Lakeville Rd,,40.743264,-73.693688,,,,,,
1683,6474,Hillside Ave + 268th St,,40.738932,-73.701139,,,,,,
1685,1471,Hillside Ave &  Argyle St.,,40.75384,-73.654525,,,,,,
1687,6469,Hillside Ave + 264th St,,40.738132,-73.704795,,,,,,
1688,6467,Hillside Ave + 261st St,,40.737535,-73.707547,,,,,,
1689,6463,Hillside Ave + 258th St,,40.736973,-73.710227,,,,,,
1690,1461,Hillside Ave + 259th St,,40.737034,-73.709117,,,,,,
1691,6537,Hillside Ave + Little Neck Pkwy,,40.736145,-73.714014,,,,,,
1692,1457,Hillside Ave + 251st St,,40.735541,-73.716324,,,,,,
1694,6451,Hillside Ave + 247th St,,40.734821,-73.720065,,,,,,
1695,2809,Old Country Rd + County Seat Dr,,40.739417,-73.636404,,,,,,
1696,6497,Hillside Ave + Commonwealth Blvd,,40.73449,-73.721625,,,,,,
1698,2239,Mineola Blvd + 2nd St,,40.741671,-73.640415,,,,,,
1700,6240,Mineola Blvd + Garfield Ave,,40.744682,-73.64164,,,,,,
1701,6499,Hillside Ave + Creedmore Hospital,,40.732672,-73.730738,,,,,,
1702,6243,Mineola Blvd + Jackson Ave,,40.746364,-73.642601,,,,,,
1703,6557,Hillside Ave opp Range St,,40.733184,-73.733024,,,,,,
1704,2243,Mineola Blvd + Garfield Ave.,,40.744485,-73.641782,,,,,,
1705,6568,Hillside Ave + Winchester Blvd,,40.733501,-73.735129,,,,,,
1706,3640,Willis Ave + Banbury St.,,40.750031,-73.641576,,,,,,
1708,1444,Hillside Ave + 256th St,,40.736473,-73.711702,,,,,,
1709,6440,Hillside Ave + 229th St,,40.73242,-73.74074,,,,,,
1711,6561,Hillside Ave + Springfield Blvd,,40.72999,-73.744902,,,,,,
1712,6481,Hillside Ave + 218th St,,40.728539,-73.74701,,,,,,
1713,6477,Hillside Ave + 215th Pl,,40.727157,-73.749369,,,,,,
1714,1475,Hillside Ave + 214th St,,40.725953,-73.751922,,,,,,
1716,6483,Hillside Ave + 211th St,,40.723722,-73.755751,,,,,,
1717,6437,Hillside Ave + 209th St,,40.72255,-73.757384,,,,,,
1723,1488,Hillside Ave + Manor Blvd,,40.731119,-73.742957,,,,,,
1724,1443,Hillside Ave + 232nd St,,40.733349,-73.737873,,,,,,
1725,1448,Hillside Ave + 241st St.,,40.733661,-73.725627,,,,,,
1726,3749,Hillside Ave & 243rd St.,,40.734047,-73.723817,,,,,,
1728,1465,Hillside Ave + 251st St,,40.73563,-73.716373,,,,,,
1731,1516,Hillside Ave + Stewart Ave.,,40.740195,-73.699087,,,,,,
1732,1549,Hillside Ave opp 4th St.,,40.741521,-73.696964,,,,,,
1733,1562,Hillside Ave + Haddon Rd.,,40.744112,-73.692241,,,,,,
1734,1535,Hillside Ave + Garden Ct.,,40.745628,-73.689666,,,,,,
1738,1397,Hillside + Aster Dr,,40.751275,-73.675935,,,,,,
1741,1522,Hillside Ave + Kent St.,,40.752763,-73.662993,,,,,,
1743,1489,Hillside Ave + Brunswick Ave,,40.753835,-73.655373,,,,,,
1744,1494,Hillside Ave + Campbell Ave.,,40.755115,-73.648746,,,,,,
1745,1547,Hillside Ave + Park Ave.,,40.755715,-73.646925,,,,,,
1747,3621,Willis Ave + Custer Ave.,,40.754447,-73.643855,,,,,,
1748,3629,Willis Ave + McClellan Ave.,,40.753157,-73.643077,,,,,,
1749,1553,Hillside Ave Opp Pennslyvania Ave,,40.757773,-73.63996,,,,,,
1750,3646,Willis Ave + Ellsworth Ave,,40.751323,-73.642055,,,,,,
1752,3616,Willis Ave + Jericho Tpke,,40.749356,-73.64096,,,,,,
1753,3045,Roslyn Rd + Coleman Dr.,,40.756903,-73.634362,,,,,,
1754,2242,Mineola Blvd + Washington Ave.,,40.747796,-73.643523,,,,,,
1755,3027,Roslyn Rd + Charles St,,40.754682,-73.634028,,,,,,
1756,1664,Jericho Tpke + Columbus Pky,,40.752212,-73.631854,,,,,,
1757,2238,Mineola Blvd + 2nd St,,40.741708,-73.640201,,,,,,
1758,1614,Jericho Tpke + Congress Ave.,,40.753254,-73.629082,,,,,,
1760,JYCT3,Jericho Tpke + Jay Ct,,40.75589,-73.622576,,,,,,
1761,918,Glen Cove Rd & Jerome Ave,,40.752003,-73.61819,,,,,,
1762,4026,Old Country Rd & Willis Ave,,40.73977,-73.63562,,,,,,
1763,933,Glen Cove Rd + Westbury Blvd,,40.749202,-73.61766,,,,,,
1764,931,Glen Cove Rd Opp Voice Rd,,40.747498,-73.617404,,,,,,
1765,2737,Old Country Rd + Glen Cove Rd.,,40.74298,-73.617407,,,,,,
1766,449,Cherry La + Lansdowne Ave,,40.7453,-73.606325,,,,,,
1767,448,Cherry La + Mallard Rd.,,40.747909,-73.605968,,,,,,
1768,452,Cherry La + Broadway,,40.750394,-73.605634,,,,,,
1769,3600,Westbury Ave + Carle Rd,,40.751957,-73.60227,,,,,,
1771,1928,Maple Ave + St. Brigid's La.,,40.75483,-73.592684,,,,,,
1772,1926,Maple Ave + Linden Ave,,40.756231,-73.584612,,,,,,
1776,2972,Prospect Ave + Brush Hollow Rd.,,40.761649,-73.574786,,,,,,
1777,2970,Prospect Ave + Swalm St,,40.762545,-73.565705,,,,,,
1778,2955,Prospect Ave + Kinkel St,,40.7628,-73.563008,,,,,,
1779,2966,Prospect Ave + E. Broadway,,40.763218,-73.558079,,,,,,
1780,2974,Prospect Ave @ Nass Tech Ct (BOCES),,40.764498,-73.552202,,,,,,
1781,3475,W John St  Opp Charlotte Ave,,40.765394,-73.547934,,,,,,
1782,3472,W John St @ Cantiague Park,,40.7659,-73.544977,,,,,,
1783,3478,W John St + Kuhl Ave.,,40.766474,-73.541028,,,,,,
1784,3476,W John St + Myers Ave.,,40.766878,-73.538762,,,,,,
1785,3480,W John St + Maple Pl.,,40.767989,-73.532453,,,,,,
1786,3483,W John St + Wyckoff St,,40.768952,-73.529057,,,,,,
1787,1866,Main St + Central Dr.,,40.830522,-73.691907,,,,,,
1788,3648,Willis Ave + Searing Ave,,40.744701,-73.638357,,,,,,
1789,6641,Willis Ave + Lincoln Ave,,40.746675,-73.639715,,,,,,
1791,3197,Shore Rd Opp Manhasset Ave,,40.841422,-73.70612,,,,,,
1793,1917,Manorhaven Blvd + Ashwood St,,40.842726,-73.708873,,,,,,
1794,3626,Willis Ave + Dartmouth St,,40.760207,-73.645348,,,,,,
1795,6918,Manorhaven Blvd Opp Dunwood St,,40.841638,-73.711527,,,,,,
1796,6919,Manorhaven Blvd Opp Graywood St,,40.840675,-73.714123,,,,,,
1797,3649,Willis Ave + Syracuse St,,40.764244,-73.646644,,,,,,
1798,6920,Manorhaven Blvd Opp Inwood St,,40.840378,-73.715878,,,,,,
1799,3618,Willis Ave + Bethel Rd,,40.766135,-73.647093,,,,,,
1800,3802,Manorhaven Blvd + Kirkwood Rd,,40.840509,-73.71778,,,,,,
1801,3624,Willis Ave + Coventry Ave,,40.769325,-73.648094,,,,,,
1803,3638,Willis Ave + I U Willets Rd,,40.770957,-73.648565,,,,,,
1804,6619,Willis Ave + Beverly Dr,,40.772935,-73.649314,,,,,,
1805,3643,Willis Ave + Netz Pl,,40.774915,-73.649717,,,,,,
1806,3651,Willis Ave + Yale St,,40.77802,-73.650084,,,,,,
1807,3647,Willis Ave + Princeton St,,40.780801,-73.649432,,,,,,
1808,3632,Willis Ave + Gateway,,40.782901,-73.649215,,,,,,
1809,2234,Mineola Ave + Old Powerhouse Rd,,40.78544,-73.648716,,,,,,
1810,2236,Mineola Ave + Villa Pl,,40.788312,-73.650789,,,,,,
1811,3544,Warner Ave + Mineola Ave,,40.790907,-73.652823,,,,,,
1812,3543,Warner Ave + Jefferson Ave,,40.791454,-73.64787,,,,,,
1814,1868,Main St + E Broadway,,40.794705,-73.646219,,,,,,
1817,2833,Old Northern Blvd + Mineola Ave,,40.799611,-73.659356,,,,,,
1818,2908,Port Wash Blvd + Bayberry Ridge,,40.800805,-73.668785,,,,,,
1819,2920,Port Wash Blvd + Middleneck Rd,,40.805068,-73.668197,,,,,,
1820,2916,Port Washington Blvd + Farmview Rd,,40.806838,-73.669388,,,,,,
1821,2913,Port Wash Blvd & Country Club Dr,,40.810118,-73.676403,,,,,,
1822,2921,Port Wash Blvd @ N Hemp CountryClub,,40.813349,-73.679689,,,,,,
1823,2925,Port Washington Blvd + Wakefield Av,,40.816035,-73.679993,,,,,,
1824,2917,Port Washington Blvd + Hawthorne Av,,40.818312,-73.679934,,,,,,
1825,2912,Port Washington Blvd + Colonial Ave,,40.82169,-73.680927,,,,,,
1826,2915,Port Washington Blvd + Fairview Ave,,40.82469,-73.682466,,,,,,
1827,2911,Port Washington Blvd + Campus Dr,,40.828925,-73.683659,,,,,,
1828,1894,Main St + Port Washington Blvd,,40.830902,-73.684518,,,,,,
1830,1884,Main St Opp Madison Ave,,40.830977,-73.694215,,,,,,
1831,1896,Main St Opp Washington St,,40.831576,-73.697007,,,,,,
1832,3193,Shore Rd + Columbia Pl,,40.833082,-73.698961,,,,,,
1833,3196,Shore Rd + Harbor Rd,,40.835352,-73.700014,,,,,,
1834,3199,Shore Rd + Pleasant Ave,,40.839506,-73.70409,,,,,,
1836,1921,Manorhaven Blvd Opp Kirkwood St,,40.840322,-73.717754,,,,,,
1837,3545,Warner Ave @ #275,,40.791946,-73.644637,,,,,,
1838,3542,Warner Ave + Edward St,,40.791653,-73.647418,,,,,,
1839,2233,Mineola Ave + Garden St,,40.790193,-73.652756,,,,,,
1840,1922,Manorhaven Blvd +  Shore Rd,,40.842802,-73.70824,,,,,,
1841,2509,New Shore Rd + Manhasset Ave,,40.84134,-73.706347,,,,,,
1842,2510,New Shore Rd Opp Pleasant Ave,,40.839247,-73.704135,,,,,,
1843,2508,Shore Rd Opp Harbor Rd,,40.835359,-73.700337,,,,,,
1844,2507,Shore Rd Opp Central Dr,,40.833831,-73.699136,,,,,,
1845,1881,Main St Opp Library Dr,,40.831309,-73.696705,,,,,,
1846,1885,Main St + Madison St,,40.830833,-73.694369,,,,,,
